TITLE;
DATA TYPE;INFRARED SPECTRUM
ORIGIN;JASCO
OWNER;
DATE;23/06/02
TIME;09:09:45
SPECTROMETER/DATA SYSTEM;
LOCALE;3082
RESOLUTION;
DELTAX;0,964233
XUNITS;1/CM
YUNITS;TRANSMITTANCE
FIRSTX;  399,1927
LASTX; 5000,5148
NPOINTS;    4773
FIRSTY;    56,03842
MAXY;    66,41106
MINY;     0,36044
XYDATA
399,1927;56,0384
400,1569;53,7266
401,1211;53,2324
402,0854;54,1842
403,0496;55,8038
404,0138;57,3358
404,9781;58,3353
405,9423;58,7991
406,9065;59,0516
407,8708;59,4231
408,8350;59,9807
409,7992;60,5459
410,7635;60,9427
411,7277;61,2045
412,6919;61,5387
413,6562;62,1233
414,6204;62,9665
415,5846;63,9187
416,5489;64,7365
417,5131;65,1047
418,4773;64,6754
419,4416;63,2987
420,4058;61,2978
421,3700;59,3109
422,3343;57,875
423,2985;57,234
424,2627;57,302
425,2270;57,673
426,1912;57,8013
427,1554;57,3597
428,1197;56,4835
429,0839;55,6475
430,0481;55,2934
431,0124;55,5312
431,9766;56,1352
432,9408;56,7942
433,9051;57,3735
434,8693;57,9558
435,8335;58,6513
436,7978;59,3935
437,7620;59,9527
438,7262;60,1398
439,6905;59,9703
440,6547;59,6455
441,6189;59,4069
442,5832;59,3942
443,5474;59,5998
444,5116;59,9298
445,4759;60,2776
446,4401;60,5339
447,4043;60,57
448,3686;60,2819
449,3328;59,6956
450,2970;59,0279
451,2613;58,5946
452,2255;58,5868
453,1897;58,9029
454,1540;59,2089
455,1182;59,2061
456,0824;58,894
457,0467;58,6043
458,0109;58,7149
458,9751;59,2564
459,9394;59,8495
460,9036;60,0752
461,8678;59,8419
462,8321;59,4023
463,7963;59,111
464,7605;59,161
465,7248;59,4756
466,6890;59,8084
467,6532;59,9542
468,6175;59,8829
469,5817;59,7099
470,5459;59,5794
471,5102;59,5759
472,4744;59,6993
473,4386;59,8696
474,4029;59,9395
475,3671;59,7439
476,3313;59,1987
477,2956;58,3939
478,2598;57,5871
479,2240;57,0554
480,1883;56,8856
481,1525;56,8768
482,1167;56,676
483,0810;56,0754
484,0452;55,2283
485,0094;54,5535
485,9737;54,3761
486,9379;54,6466
487,9021;55,0164
488,8664;55,1603
489,8306;55,0376
490,7948;54,8933
491,7591;55,0217
492,7233;55,4987
493,6875;56,1262
494,6518;56,6303
495,6160;56,9005
496,5802;57,0418
497,5445;57,237
498,5087;57,5829
499,4729;58,0363
500,4372;58,4744
501,4014;58,7865
502,3656;58,9173
503,3299;58,855
504,2941;58,6153
505,2583;58,2496
506,2226;57,8409
507,1868;57,4472
508,1510;57,0264
509,1153;56,4403
510,0795;55,5803
511,0437;54,5214
512,0080;53,5391
512,9722;52,9438
513,9365;52,8588
514,9007;53,125
515,8649;53,424
516,8292;53,5502
517,7934;53,6099
518,7576;53,9325
519,7219;54,7388
520,6861;55,9122
521,6503;57,0952
522,6146;57,9679
523,5788;58,4423
524,5430;58,6658
525,5073;58,8716
526,4715;59,1988
527,4357;59,6213
528,4000;60,0238
529,3642;60,3098
530,3284;60,4318
531,2927;60,366
532,2569;60,1108
533,2211;59,724
534,1854;59,3326
535,1496;59,0563
536,1138;58,8911
537,0781;58,6801
538,0423;58,2393
539,0065;57,5462
539,9708;56,8111
540,9350;56,3365
541,8992;56,2693
542,8635;56,4667
543,8277;56,6112
544,7919;56,4852
545,7562;56,1692
546,7204;55,9839
547,6846;56,2177
548,6489;56,8817
549,6131;57,7056
550,5773;58,3649
551,5416;58,7216
552,5058;58,8804
553,4700;59,0497
554,4343;59,3565
555,3985;59,7648
556,3627;60,1275
557,3270;60,2921
558,2912;60,1722
559,2554;59,7684
560,2197;59,1661
561,1839;58,5202
562,1481;57,9991
563,1124;57,6849
564,0766;57,496
565,0408;57,2233
566,0051;56,6912
566,9693;55,9291
567,9335;55,1946
568,8978;54,7923
569,8620;54,822
570,8262;55,0875
571,7905;55,2615
572,7547;55,1612
573,7189;54,8941
574,6832;54,7595
575,6474;54,9889
576,6116;55,5435
577,5759;56,1458
578,5401;56,5134
579,5043;56,5765
580,4686;56,4947
581,4328;56,4935
582,3970;56,6765
583,3613;56,9637
584,3255;57,1759
585,2897;57,1673
586,2540;56,898
587,2182;56,4179
588,1824;55,818
589,1467;55,1951
590,1109;54,6272
591,0751;54,1348
592,0394;53,6443
593,0036;53,0072
593,9678;52,1022
594,9321;50,9491
595,8963;49,7255
596,8605;48,6544
597,8248;47,8431
598,7890;47,1994
599,7532;46,5042
600,7175;45,591
601,6817;44,4834
602,6459;43,3659
603,6102;42,419
604,5744;41,6674
605,5386;40,967
606,5029;40,1303
607,4671;39,0732
608,4313;37,8632
609,3956;36,6425
610,3598;35,5019
611,3240;34,4134
612,2883;33,2585
613,2525;31,9135
614,2167;30,3211
615,1810;28,5154
616,1452;26,6085
617,1094;24,7553
618,0737;23,0994
619,0379;21,7136
620,0021;20,5671
620,9664;19,5535
621,9306;18,573
622,8948;17,6186
623,8591;16,8066
624,8233;16,317
625,7875;16,276
626,7518;16,6713
627,7160;17,369
628,6802;18,2183
629,6445;19,1488
630,6087;20,1829
631,5729;21,3648
632,5372;22,6755
633,5014;24,0121
634,4656;25,2501
635,4299;26,3356
636,3941;27,3221
637,3583;28,321
638,3226;29,4062
639,2868;30,555
640,2510;31,6657
641,2153;32,6318
642,1795;33,4128
643,1437;34,054
644,1080;34,6499
645,0722;35,2823
646,0364;35,969
647,0007;36,6469
647,9649;37,1946
648,9291;37,4909
649,8934;37,4868
650,8576;37,2476
651,8218;36,924
652,7861;36,6604
653,7503;36,501
654,7145;36,3659
655,6788;36,1236
