TITLE;
DATA TYPE;INFRARED SPECTRUM
ORIGIN;JASCO
OWNER;
DATE;23/06/02
TIME;13:19:11
SPECTROMETER/DATA SYSTEM;
LOCALE;3082
RESOLUTION;
DELTAX;0,964233
XUNITS;1/CM
YUNITS;TRANSMITTANCE
FIRSTX;  399,1927
LASTX; 5000,5148
NPOINTS;    4773
FIRSTY;    54,48713
MAXY;    70,55489
MINY;    -0,00000
XYDATA
399,1927;54,4871
400,1569;54,2166
401,1211;55,0235
402,0854;56,4398
403,0496;57,8107
404,0138;58,5641
404,9781;58,4606
405,9423;57,7584
406,9065;57,0824
407,8708;56,965
408,8350;57,4339
409,7992;58,0506
410,7635;58,3429
411,7277;58,2315
412,6919;58,085
413,6562;58,3853
414,6204;59,3643
415,5846;60,9233
416,5489;62,7657
417,5131;64,5124
418,4773;65,7239
419,4416;66,0005
420,4058;65,2857
421,3700;63,9808
422,3343;62,6575
423,2985;61,7805
424,2627;61,579
425,2270;61,9527
426,1912;62,491
427,1554;62,7173
428,1197;62,4066
429,0839;61,6689
430,0481;60,7377
431,0124;59,7107
431,9766;58,5207
432,9408;57,1655
433,9051;55,9462
434,8693;55,3992
435,8335;55,8726
436,7978;57,1152
437,7620;58,3598
438,7262;58,8901
439,6905;58,5604
440,6547;57,8539
441,6189;57,5047
442,5832;57,9544
443,5474;59,0239
444,5116;60,106
445,4759;60,7268
446,4401;60,9051
447,4043;60,9934
448,3686;61,2748
449,3328;61,7291
450,2970;62,1193
451,2613;62,2545
452,2255;62,1623
453,1897;62,0153
454,1540;61,9274
455,1182;61,8588
456,0824;61,72
457,0467;61,5356
458,0109;61,4485
458,9751;61,4954
459,9394;61,4336
460,9036;60,9177
461,8678;59,8529
462,8321;58,5444
463,7963;57,5288
464,7605;57,2215
465,7248;57,6156
466,6890;58,2866
467,6532;58,733
468,6175;58,7467
469,5817;58,4846
470,5459;58,2294
471,5102;58,1025
472,4744;58,0102
473,4386;57,8633
474,4029;57,7845
475,3671;58,0199
476,3313;58,6726
477,2956;59,5721
478,2598;60,3911
479,2240;60,8765
480,1883;60,9876
481,1525;60,8302
482,1167;60,4826
483,0810;59,9265
484,0452;59,1684
485,0094;58,3899
485,9737;57,8831
486,9379;57,7742
487,9021;57,833
488,8664;57,6057
489,8306;56,7894
490,7948;55,5455
491,7591;54,456
492,7233;54,0835
493,6875;54,4943
494,6518;55,2124
495,6160;55,656
496,5802;55,6264
497,5445;55,4138
498,5087;55,4827
499,4729;56,047
500,4372;56,8819
501,4014;57,5124
502,3656;57,6268
503,3299;57,3427
504,2941;57,0737
505,2583;57,1616
506,2226;57,6534
507,1868;58,3632
508,1510;59,0592
509,1153;59,5778
510,0795;59,8145
511,0437;59,6953
512,0080;59,2184
512,9722;58,5229
513,9365;57,8645
514,9007;57,4567
515,8649;57,2894
516,8292;57,1136
517,7934;56,6845
518,7576;56,0772
519,7219;55,6989
520,6861;55,9139
521,6503;56,6793
522,6146;57,5546
523,5788;58,0302
524,5430;57,91
525,5073;57,4796
526,4715;57,2817
527,4357;57,634
528,4000;58,3619
529,3642;59,0209
530,3284;59,3222
531,2927;59,3383
532,2569;59,366
533,2211;59,6266
534,1854;60,0837
535,1496;60,5259
536,1138;60,7968
537,0781;60,9112
538,0423;60,9562
539,0065;60,9278
539,9708;60,7133
540,9350;60,2469
541,8992;59,6475
542,8635;59,1506
543,8277;58,8723
544,7919;58,6518
545,7562;58,1775
546,7204;57,3197
547,6846;56,3446
548,6489;55,7494
549,6131;55,83
550,5773;56,3879
551,5416;56,8762
552,5058;56,8677
553,4700;56,4215
554,4343;56,0167
555,3985;56,1195
556,3627;56,7744
557,3270;57,5853
558,2912;58,0825
559,2554;58,1207
560,2197;57,9545
561,1839;57,9687
562,1481;58,3477
563,1124;58,9743
564,0766;59,5876
565,0408;59,9967
566,0051;60,1512
566,9693;60,0683
567,9335;59,7636
568,8978;59,2855
569,8620;58,7773
570,8262;58,425
571,7905;58,2882
572,7547;58,1853
573,7189;57,7933
574,6832;56,9269
575,6474;55,767
576,6116;54,7882
577,5759;54,3859
578,5401;54,526
579,5043;54,7617
580,4686;54,6197
581,4328;54,0136
582,3970;53,3231
583,3613;53,0616
584,3255;53,4258
585,2897;54,1288
586,2540;54,658
587,2182;54,6998
588,1824;54,3538
589,1467;53,9879
590,1109;53,9052
591,0751;54,1137
592,0394;54,366
593,0036;54,3939
593,9678;54,1033
594,9321;53,5654
595,8963;52,8761
596,8605;52,0641
597,8248;51,1226
598,7890;50,0805
599,7532;49,0032
600,7175;47,9124
601,6817;46,7307
602,6459;45,3444
603,6102;43,7424
604,5744;42,0838
605,5386;40,6046
606,5029;39,4285
607,4671;38,4532
608,4313;37,4235
609,3956;36,136
610,3598;34,5938
611,3240;32,9752
612,2883;31,4539
613,2525;30,0416
614,2167;28,5951
615,1810;26,9708
616,1452;25,1864
617,1094;23,4482
618,0737;22,0106
619,0379;20,9889
620,0021;20,2915
620,9664;19,7128
621,9306;19,0785
622,8948;18,3341
623,8591;17,5491
624,8233;16,8766
625,7875;16,5005
626,7518;16,5804
627,7160;17,1921
628,6802;18,2836
629,6445;19,6838
630,6087;21,18
631,5729;22,6288
632,5372;24,0204
633,5014;25,4314
634,4656;26,8954
635,4299;28,3073
636,3941;29,4675
637,3583;30,248
638,3226;30,7355
639,2868;31,2089
640,2510;31,9475
641,2153;33,0138
642,1795;34,194
643,1437;35,1564
644,1080;35,7059
645,0722;35,9298
646,0364;36,1209
647,0007;36,5481
647,9649;37,259
648,9291;38,0604
649,8934;38,6779
650,8576;38,9502
651,8218;38,9014
652,7861;38,6667
653,7503;38,3745
654,7145;38,087
